run_number,percent_cohort2,cohort2_age,percent_grammar_1,eq_step,max_steps,eq_percent
13301,75,50,20,74,1000,0.074
13302,75,50,30,781,1000,0.781
13303,75,50,35,171,1000,0.171
13304,75,50,40,223,1000,0.223
13305,75,50,45,267,1000,0.267
13306,75,50,50,72,1000,0.072
13307,75,50,60,139,1000,0.139
13308,75,50,70,97,1000,0.097
13309,75,50,80,90,1000,0.09
13310,75,50,90,61,1000,0.061
13311,90,50,10,68,1000,0.068
13312,90,50,20,99,1000,0.099
13313,90,50,30,92,1000,0.092
13314,90,50,35,88,1000,0.088
13315,90,50,40,132,1000,0.132
13316,90,50,45,109,1000,0.109
13317,90,50,50,689,1000,0.689
13318,90,50,60,44,1000,0.044
13319,90,50,70,141,1000,0.141
13320,90,50,80,82,1000,0.082
13321,90,50,90,56,1000,0.056
13322,10,150,10,47,1000,0.047
13323,10,150,20,86,1000,0.086
13324,10,150,30,121,1000,0.121
13325,10,150,35,96,1000,0.096
13326,10,150,40,386,1000,0.386
13327,10,150,45,55,1000,0.055
13328,10,150,50,85,1000,0.085
13329,10,150,60,102,1000,0.102
13330,10,150,70,141,1000,0.141
13331,10,150,80,167,1000,0.167
13332,10,150,90,70,1000,0.07
13333,20,150,10,60,1000,0.06
13334,20,150,20,110,1000,0.11
13335,20,150,30,251,1000,0.251
13336,20,150,35,94,1000,0.094
13337,20,150,40,145,1000,0.145
13338,20,150,45,126,1000,0.126
13339,20,150,50,226,1000,0.226
13340,20,150,60,114,1000,0.114
13341,20,150,70,54,1000,0.054
13342,20,150,80,75,1000,0.075
13343,20,150,90,55,1000,0.055
13344,35,150,10,60,1000,0.06
13345,35,150,20,503,1000,0.503
13346,35,150,30,93,1000,0.093
13347,35,150,35,119,1000,0.119
13348,35,150,40,281,1000,0.281
13349,35,150,45,8,1000,0.008
13350,35,150,50,252,1000,0.252
13351,35,150,60,136,1000,0.136
13352,35,150,70,113,1000,0.113
13353,35,150,80,65,1000,0.065
13354,35,150,90,63,1000,0.063
13355,50,150,10,62,1000,0.062
13356,50,150,20,150,1000,0.15
13357,50,150,30,102,1000,0.102
13358,50,150,35,133,1000,0.133
13359,50,150,40,170,1000,0.17
13360,50,150,45,49,1000,0.049
13361,50,150,50,173,1000,0.173
13362,50,150,60,117,1000,0.117
13363,50,150,70,92,1000,0.092
13364,50,150,80,96,1000,0.096
13365,50,150,90,68,1000,0.068
13366,65,150,10,67,1000,0.067
13367,65,150,20,89,1000,0.089
13368,65,150,30,185,1000,0.185
13369,65,150,35,100,1000,0.1
13370,65,150,40,916,1000,0.916
13371,65,150,45,75,1000,0.075
13372,65,150,50,204,1000,0.204
13373,65,150,60,128,1000,0.128
13374,65,150,70,93,1000,0.093
13375,65,150,80,86,1000,0.086
13376,65,150,90,86,1000,0.086
13377,75,150,10,99,1000,0.099
13378,75,150,20,91,1000,0.091
13379,75,150,30,87,1000,0.087
13380,75,150,35,129,1000,0.129
13381,75,150,40,154,1000,0.154
13382,75,150,45,209,1000,0.209
13383,75,150,50,438,1000,0.438
13384,75,150,60,96,1000,0.096
13385,75,150,70,121,1000,0.121
13386,75,150,80,107,1000,0.107
13387,75,150,90,129,1000,0.129
13388,90,150,10,68,1000,0.068
13389,90,150,20,93,1000,0.093
13390,90,150,30,77,1000,0.077
13391,90,150,35,94,1000,0.094
13392,90,150,40,188,1000,0.188
13393,90,150,45,217,1000,0.217
13394,90,150,50,603,1000,0.603
13395,90,150,60,130,1000,0.13
13396,90,150,70,122,1000,0.122
13397,90,150,80,170,1000,0.17
13398,90,150,90,79,1000,0.079
13399,10,300,10,65,1000,0.065
13400,10,300,20,102,1000,0.102
13401,10,300,30,103,1000,0.103
13402,10,300,35,95,1000,0.095
13403,10,300,40,177,1000,0.177
13404,10,300,45,140,1000,0.14
13405,10,300,50,3,1000,0.003
13406,10,300,60,325,1000,0.325
13407,10,300,70,115,1000,0.115
13408,10,300,80,102,1000,0.102
13409,10,300,90,81,1000,0.081
13410,20,300,10,73,1000,0.073
13411,20,300,20,119,1000,0.119
13412,20,300,30,730,1000,0.73
13413,20,300,35,118,1000,0.118
13414,20,300,40,141,1000,0.141
13415,20,300,45,0,1000,0
13416,20,300,50,100,1000,0.1
13417,20,300,60,782,1000,0.782
13418,20,300,70,59,1000,0.059
13419,20,300,80,80,1000,0.08
13420,20,300,90,62,1000,0.062
13421,35,300,10,64,1000,0.064
13422,35,300,20,101,1000,0.101
13423,35,300,30,103,1000,0.103
13424,35,300,35,113,1000,0.113
13425,35,300,40,126,1000,0.126
13426,35,300,45,142,1000,0.142
13427,35,300,50,66,1000,0.066
13428,35,300,60,177,1000,0.177
13429,35,300,70,101,1000,0.101
13430,35,300,80,102,1000,0.102
13431,35,300,90,66,1000,0.066
13432,50,300,10,51,1000,0.051
13433,50,300,20,118,1000,0.118
13434,50,300,30,110,1000,0.11
13435,50,300,35,131,1000,0.131
13436,50,300,40,142,1000,0.142
13437,50,300,45,157,1000,0.157
13438,50,300,50,112,1000,0.112
13439,50,300,60,374,1000,0.374
13440,50,300,70,354,1000,0.354
13441,50,300,80,46,1000,0.046
13442,50,300,90,102,1000,0.102
13443,65,300,10,53,1000,0.053
13444,65,300,20,101,1000,0.101
13445,65,300,30,259,1000,0.259
13446,65,300,35,123,1000,0.123
13447,65,300,40,136,1000,0.136
13448,65,300,45,138,1000,0.138
13449,65,300,50,340,1000,0.34
13450,65,300,60,188,1000,0.188
13451,65,300,70,147,1000,0.147
13452,65,300,80,91,1000,0.091
13453,65,300,90,65,1000,0.065
13454,75,300,10,65,1000,0.065
13455,75,300,20,114,1000,0.114
13456,75,300,30,30,1000,0.03
13457,75,300,35,141,1000,0.141
13458,75,300,40,114,1000,0.114
13459,75,300,45,65,1000,0.065
13460,75,300,50,405,1000,0.405
13461,75,300,60,297,1000,0.297
13462,75,300,70,115,1000,0.115
13463,75,300,80,103,1000,0.103
13464,75,300,90,53,1000,0.053
13465,90,300,10,64,1000,0.064
13466,90,300,20,99,1000,0.099
13467,90,300,30,181,1000,0.181
13468,90,300,35,60,1000,0.06
13469,90,300,40,138,1000,0.138
13470,90,300,45,171,1000,0.171
13471,90,300,50,2,1000,0.002
13472,90,300,60,656,1000,0.656
13473,90,300,70,127,1000,0.127
13474,90,300,80,110,1000,0.11
13475,90,300,90,599,1000,0.599
13476,10,500,10,55,1000,0.055
13477,10,500,20,199,1000,0.199
13478,10,500,30,140,1000,0.14
13479,10,500,35,184,1000,0.184
13480,10,500,40,141,1000,0.141
13481,10,500,45,260,1000,0.26
13482,10,500,50,54,1000,0.054
13483,10,500,60,122,1000,0.122
13484,10,500,70,114,1000,0.114
13485,10,500,80,59,1000,0.059
13486,10,500,90,54,1000,0.054
13487,20,500,10,66,1000,0.066
13488,20,500,20,183,1000,0.183
13489,20,500,30,121,1000,0.121
13490,20,500,35,125,1000,0.125
13491,20,500,40,28,1000,0.028
13492,20,500,45,82,1000,0.082
13493,20,500,50,132,1000,0.132
13494,20,500,60,233,1000,0.233
13495,20,500,70,176,1000,0.176
13496,20,500,80,105,1000,0.105
13497,20,500,90,56,1000,0.056
13498,35,500,10,54,1000,0.054
13499,35,500,20,111,1000,0.111
13500,35,500,30,129,1000,0.129
13501,35,500,35,111,1000,0.111
13502,35,500,40,97,1000,0.097
13503,35,500,45,55,1000,0.055
13504,35,500,50,135,1000,0.135
13505,35,500,60,170,1000,0.17
13506,35,500,70,69,1000,0.069
13507,35,500,80,96,1000,0.096
13508,35,500,90,52,1000,0.052
13509,50,500,10,61,1000,0.061
13510,50,500,20,102,1000,0.102
13511,50,500,30,99,1000,0.099
13512,50,500,35,101,1000,0.101
13513,50,500,40,160,1000,0.16
13514,50,500,45,247,1000,0.247
13515,50,500,50,256,1000,0.256
13516,50,500,60,230,1000,0.23
13517,50,500,70,200,1000,0.2
13518,50,500,80,106,1000,0.106
13519,50,500,90,60,1000,0.06
13520,65,500,10,74,1000,0.074
13521,65,500,20,188,1000,0.188
13522,65,500,30,133,1000,0.133
13523,65,500,35,613,1000,0.613
13524,65,500,40,219,1000,0.219
13525,65,500,45,227,1000,0.227
13526,65,500,50,209,1000,0.209
13527,65,500,60,198,1000,0.198
13528,65,500,70,287,1000,0.287
13529,65,500,80,115,1000,0.115
13530,65,500,90,82,1000,0.082
13531,75,500,10,81,1000,0.081
13532,75,500,20,111,1000,0.111
13533,75,500,30,138,1000,0.138
13534,75,500,35,148,1000,0.148
13535,75,500,40,212,1000,0.212
13536,75,500,45,32,1000,0.032
13537,75,500,50,92,1000,0.092
13538,75,500,60,57,1000,0.057
13539,75,500,70,155,1000,0.155
13540,75,500,80,106,1000,0.106
13541,75,500,90,164,1000,0.164
13542,90,500,10,91,1000,0.091
13543,90,500,20,119,1000,0.119
13544,90,500,30,112,1000,0.112
13545,90,500,35,183,1000,0.183
13546,90,500,40,93,1000,0.093
13547,90,500,45,183,1000,0.183
13548,90,500,50,390,1000,0.39
13549,90,500,60,236,1000,0.236
13550,90,500,70,191,1000,0.191
13551,90,500,80,107,1000,0.107
13552,90,500,90,78,1000,0.078
13553,10,50,10,48,1000,0.048
13554,10,50,20,85,1000,0.085
13555,10,50,30,83,1000,0.083
13556,10,50,35,104,1000,0.104
13557,10,50,40,164,1000,0.164
13558,10,50,45,824,1000,0.824
13559,10,50,50,73,1000,0.073
13560,10,50,60,314,1000,0.314
13561,10,50,70,134,1000,0.134
13562,10,50,80,86,1000,0.086
13563,10,50,90,45,1000,0.045
13564,20,50,10,47,1000,0.047
13565,20,50,20,87,1000,0.087
13566,20,50,30,99,1000,0.099
13567,20,50,35,80,1000,0.08
13568,20,50,40,138,1000,0.138
13569,20,50,45,3,1000,0.003
13570,20,50,50,25,1000,0.025
13571,20,50,60,780,1000,0.78
13572,20,50,70,105,1000,0.105
13573,20,50,80,35,1000,0.035
13574,20,50,90,56,1000,0.056
13575,35,50,10,68,1000,0.068
13576,35,50,20,68,1000,0.068
13577,35,50,30,102,1000,0.102
13578,35,50,35,120,1000,0.12
13579,35,50,40,359,1000,0.359
13580,35,50,45,128,1000,0.128
13581,35,50,50,61,1000,0.061
13582,35,50,60,30,1000,0.03
13583,35,50,70,120,1000,0.12
13584,35,50,80,73,1000,0.073
13585,35,50,90,43,1000,0.043
13586,50,50,10,112,1000,0.112
13587,50,50,20,76,1000,0.076
13588,50,50,30,67,1000,0.067
13589,50,50,35,125,1000,0.125
13590,50,50,40,104,1000,0.104
13591,50,50,45,148,1000,0.148
13592,50,50,50,7,1000,0.007
13593,50,50,60,639,1000,0.639
13594,50,50,70,123,1000,0.123
13595,50,50,80,84,1000,0.084
13596,50,50,90,49,1000,0.049
13597,65,50,10,56,1000,0.056
13598,65,50,20,105,1000,0.105
13599,65,50,30,131,1000,0.131
13600,65,50,35,246,1000,0.246
13601,65,50,40,150,1000,0.15
13602,65,50,45,124,1000,0.124
13603,65,50,50,125,1000,0.125
13604,65,50,60,130,1000,0.13
13605,65,50,70,73,1000,0.073
13606,65,50,80,82,1000,0.082
13607,65,50,90,61,1000,0.061
13608,75,50,10,79,1000,0.079
13609,75,50,20,74,1000,0.074
13610,75,50,30,155,1000,0.155
13611,75,50,35,104,1000,0.104
13612,75,50,40,121,1000,0.121
13613,75,50,45,117,1000,0.117
13614,75,50,50,131,1000,0.131
13615,75,50,60,37,1000,0.037
13616,75,50,70,122,1000,0.122
13617,75,50,80,72,1000,0.072
13618,75,50,90,50,1000,0.05
13619,90,50,10,55,1000,0.055
13620,90,50,20,98,1000,0.098
13621,90,50,30,94,1000,0.094
13622,90,50,35,97,1000,0.097
13623,90,50,40,153,1000,0.153
13624,90,50,45,133,1000,0.133
13625,90,50,50,199,1000,0.199
13626,90,50,60,172,1000,0.172
13627,90,50,70,92,1000,0.092
13628,90,50,80,98,1000,0.098
13629,90,50,90,49,1000,0.049
13630,10,150,10,66,1000,0.066
13631,10,150,20,70,1000,0.07
13632,10,150,30,86,1000,0.086
13633,10,150,35,118,1000,0.118
13634,10,150,40,113,1000,0.113
13635,10,150,45,180,1000,0.18
13636,10,150,50,10,1000,0.01
13637,10,150,60,76,1000,0.076
13638,10,150,70,96,1000,0.096
13639,10,150,80,96,1000,0.096
13640,10,150,90,157,1000,0.157
13641,20,150,10,60,1000,0.06
13642,20,150,20,84,1000,0.084
13643,20,150,30,79,1000,0.079
13644,20,150,35,86,1000,0.086
13645,20,150,40,98,1000,0.098
13646,20,150,45,12,1000,0.012
13647,20,150,50,142,1000,0.142
13648,20,150,60,132,1000,0.132
13649,20,150,70,91,1000,0.091
13650,20,150,80,73,1000,0.073
13651,20,150,90,78,1000,0.078
13652,35,150,10,64,1000,0.064
13653,35,150,20,82,1000,0.082
13654,35,150,30,109,1000,0.109
13655,35,150,35,272,1000,0.272
13656,35,150,40,0,1000,0
13657,35,150,45,234,1000,0.234
13658,35,150,50,191,1000,0.191
13659,35,150,60,35,1000,0.035
13660,35,150,70,144,1000,0.144
13661,35,150,80,95,1000,0.095
13662,35,150,90,56,1000,0.056
13663,50,150,10,64,1000,0.064
13664,50,150,20,81,1000,0.081
13665,50,150,30,145,1000,0.145
13666,50,150,35,184,1000,0.184
13667,50,150,40,17,1000,0.017
13668,50,150,45,111,1000,0.111
13669,50,150,50,80,1000,0.08
13670,50,150,60,149,1000,0.149
13671,50,150,70,83,1000,0.083
13672,50,150,80,83,1000,0.083
13673,50,150,90,69,1000,0.069
13674,65,150,10,54,1000,0.054
13675,65,150,20,116,1000,0.116
13676,65,150,30,115,1000,0.115
13677,65,150,35,363,1000,0.363
13678,65,150,40,84,1000,0.084
13679,65,150,45,26,1000,0.026
13680,65,150,50,396,1000,0.396
13681,65,150,60,85,1000,0.085
13682,65,150,70,103,1000,0.103
13683,65,150,80,137,1000,0.137
13684,65,150,90,60,1000,0.06
13685,75,150,10,115,1000,0.115
13686,75,150,20,84,1000,0.084
13687,75,150,30,131,1000,0.131
13688,75,150,35,92,1000,0.092
13689,75,150,40,147,1000,0.147
13690,75,150,45,529,1000,0.529
13691,75,150,50,49,1000,0.049
13692,75,150,60,106,1000,0.106
13693,75,150,70,114,1000,0.114
13694,75,150,80,119,1000,0.119
13695,75,150,90,63,1000,0.063
13696,90,150,10,61,1000,0.061
13697,90,150,20,124,1000,0.124
13698,90,150,30,109,1000,0.109
13699,90,150,35,147,1000,0.147
13700,90,150,40,114,1000,0.114
13701,90,150,45,213,1000,0.213
13702,90,150,50,156,1000,0.156
13703,90,150,60,127,1000,0.127
13704,90,150,70,83,1000,0.083
13705,90,150,80,109,1000,0.109
13706,90,150,90,69,1000,0.069
13707,10,300,10,75,1000,0.075
13708,10,300,20,89,1000,0.089
13709,10,300,30,161,1000,0.161
13710,10,300,35,77,1000,0.077
13711,10,300,40,492,1000,0.492
13712,10,300,45,923,1000,0.923
13713,10,300,50,218,1000,0.218
13714,10,300,60,121,1000,0.121
13715,10,300,70,108,1000,0.108
13716,10,300,80,69,1000,0.069
13717,10,300,90,100,1000,0.1
13718,20,300,10,77,1000,0.077
13719,20,300,20,79,1000,0.079
13720,20,300,30,187,1000,0.187
13721,20,300,35,165,1000,0.165
13722,20,300,40,358,1000,0.358
13723,20,300,45,132,1000,0.132
13724,20,300,50,103,1000,0.103
13725,20,300,60,353,1000,0.353
13726,20,300,70,108,1000,0.108
13727,20,300,80,81,1000,0.081
13728,20,300,90,61,1000,0.061
13729,35,300,10,199,1000,0.199
13730,35,300,20,94,1000,0.094
13731,35,300,30,116,1000,0.116
13732,35,300,35,119,1000,0.119
13733,35,300,40,3,1000,0.003
13734,35,300,45,488,1000,0.488
13735,35,300,50,176,1000,0.176
13736,35,300,60,267,1000,0.267
13737,35,300,70,121,1000,0.121
13738,35,300,80,66,1000,0.066
13739,35,300,90,60,1000,0.06
13740,50,300,10,72,1000,0.072
13741,50,300,20,102,1000,0.102
13742,50,300,30,138,1000,0.138
13743,50,300,35,35,1000,0.035
13744,50,300,40,61,1000,0.061
13745,50,300,45,4,1000,0.004
13746,50,300,50,702,1000,0.702
13747,50,300,60,130,1000,0.13
13748,50,300,70,120,1000,0.12
13749,50,300,80,118,1000,0.118
13750,50,300,90,61,1000,0.061
13751,65,300,10,75,1000,0.075
13752,65,300,20,129,1000,0.129
13753,65,300,30,173,1000,0.173
13754,65,300,35,153,1000,0.153
13755,65,300,40,136,1000,0.136
13756,65,300,45,141,1000,0.141
13757,65,300,50,277,1000,0.277
13758,65,300,60,129,1000,0.129
13759,65,300,70,368,1000,0.368
13760,65,300,80,96,1000,0.096
13761,65,300,90,85,1000,0.085
13762,75,300,10,63,1000,0.063
13763,75,300,20,91,1000,0.091
13764,75,300,30,99,1000,0.099
13765,75,300,35,130,1000,0.13
13766,75,300,40,113,1000,0.113
13767,75,300,45,74,1000,0.074
13768,75,300,50,103,1000,0.103
13769,75,300,60,214,1000,0.214
13770,75,300,70,130,1000,0.13
13771,75,300,80,84,1000,0.084
13772,75,300,90,69,1000,0.069
13773,90,300,10,60,1000,0.06
13774,90,300,20,125,1000,0.125
13775,90,300,30,133,1000,0.133
13776,90,300,35,156,1000,0.156
13777,90,300,40,359,1000,0.359
13778,90,300,45,249,1000,0.249
13779,90,300,50,192,1000,0.192
13780,90,300,60,825,1000,0.825
13781,90,300,70,125,1000,0.125
13782,90,300,80,124,1000,0.124
13783,90,300,90,118,1000,0.118
13784,10,500,10,52,1000,0.052
13785,10,500,20,77,1000,0.077
13786,10,500,30,100,1000,0.1
13787,10,500,35,127,1000,0.127
13788,10,500,40,643,1000,0.643
13789,10,500,45,185,1000,0.185
13790,10,500,50,217,1000,0.217
13791,10,500,60,181,1000,0.181
13792,10,500,70,96,1000,0.096
13793,10,500,80,82,1000,0.082
13794,10,500,90,53,1000,0.053
13795,20,500,10,58,1000,0.058
13796,20,500,20,75,1000,0.075
13797,20,500,30,134,1000,0.134
13798,20,500,35,689,1000,0.689
13799,20,500,40,68,1000,0.068
13800,20,500,45,104,1000,0.104
13801,20,500,50,326,1000,0.326
13802,20,500,60,14,1000,0.014
13803,20,500,70,109,1000,0.109
13804,20,500,80,133,1000,0.133
13805,20,500,90,84,1000,0.084
13806,35,500,10,70,1000,0.07
13807,35,500,20,94,1000,0.094
13808,35,500,30,78,1000,0.078
13809,35,500,35,65,1000,0.065
13810,35,500,40,138,1000,0.138
13811,35,500,45,0,1000,0
13812,35,500,50,137,1000,0.137
13813,35,500,60,101,1000,0.101
13814,35,500,70,114,1000,0.114
13815,35,500,80,111,1000,0.111
13816,35,500,90,81,1000,0.081
13817,50,500,10,73,1000,0.073
13818,50,500,20,94,1000,0.094
13819,50,500,30,143,1000,0.143
13820,50,500,35,134,1000,0.134
13821,50,500,40,115,1000,0.115
13822,50,500,45,185,1000,0.185
13823,50,500,50,142,1000,0.142
13824,50,500,60,148,1000,0.148
13825,50,500,70,143,1000,0.143
13826,50,500,80,84,1000,0.084
13827,50,500,90,80,1000,0.08
13828,65,500,10,103,1000,0.103
13829,65,500,20,113,1000,0.113
13830,65,500,30,153,1000,0.153
13831,65,500,35,169,1000,0.169
13832,65,500,40,257,1000,0.257
13833,65,500,45,82,1000,0.082
13834,65,500,50,98,1000,0.098
13835,65,500,60,66,1000,0.066
13836,65,500,70,182,1000,0.182
13837,65,500,80,372,1000,0.372
13838,65,500,90,73,1000,0.073
13839,75,500,10,3,1000,0.003
13840,75,500,20,162,1000,0.162
13841,75,500,30,128,1000,0.128
13842,75,500,35,60,1000,0.06
13843,75,500,40,86,1000,0.086
13844,75,500,45,174,1000,0.174
13845,75,500,50,99,1000,0.099
13846,75,500,60,107,1000,0.107
13847,75,500,70,143,1000,0.143
13848,75,500,80,141,1000,0.141
13849,75,500,90,77,1000,0.077
13850,90,500,10,86,1000,0.086
13851,90,500,20,131,1000,0.131
13852,90,500,30,99,1000,0.099
13853,90,500,35,661,1000,0.661
13854,90,500,40,377,1000,0.377
13855,90,500,45,103,1000,0.103
13856,90,500,50,68,1000,0.068
13857,90,500,60,205,1000,0.205
13858,90,500,70,345,1000,0.345
13859,90,500,80,98,1000,0.098
13860,90,500,90,105,1000,0.105
13861,10,50,10,66,1000,0.066
13862,10,50,20,75,1000,0.075
13863,10,50,30,90,1000,0.09
13864,10,50,35,90,1000,0.09
13865,10,50,40,124,1000,0.124
13866,10,50,45,744,1000,0.744
13867,10,50,50,4,1000,0.004
13868,10,50,60,99,1000,0.099
13869,10,50,70,74,1000,0.074
13870,10,50,80,77,1000,0.077
13871,10,50,90,60,1000,0.06
13872,20,50,10,68,1000,0.068
13873,20,50,20,79,1000,0.079
13874,20,50,30,101,1000,0.101
13875,20,50,35,108,1000,0.108
13876,20,50,40,127,1000,0.127
13877,20,50,45,172,1000,0.172
13878,20,50,50,29,1000,0.029
13879,20,50,60,91,1000,0.091
13880,20,50,70,98,1000,0.098
13881,20,50,80,114,1000,0.114
13882,20,50,90,68,1000,0.068
13883,35,50,10,61,1000,0.061
13884,35,50,20,74,1000,0.074
13885,35,50,30,143,1000,0.143
13886,35,50,35,110,1000,0.11
13887,35,50,40,78,1000,0.078
13888,35,50,45,214,1000,0.214
13889,35,50,50,592,1000,0.592
13890,35,50,60,112,1000,0.112
13891,35,50,70,122,1000,0.122
13892,35,50,80,79,1000,0.079
13893,35,50,90,322,1000,0.322
13894,50,50,10,49,1000,0.049
13895,50,50,20,122,1000,0.122
13896,50,50,30,81,1000,0.081
13897,50,50,35,119,1000,0.119
13898,50,50,40,60,1000,0.06
13899,50,50,45,127,1000,0.127
13900,50,50,50,189,1000,0.189
13901,50,50,60,130,1000,0.13
13902,50,50,70,116,1000,0.116
13903,50,50,80,96,1000,0.096
13904,50,50,90,76,1000,0.076
13905,65,50,10,55,1000,0.055
13906,65,50,20,75,1000,0.075
13907,65,50,30,116,1000,0.116
13908,65,50,35,107,1000,0.107
13909,65,50,40,140,1000,0.14
13910,65,50,45,226,1000,0.226
13911,65,50,50,204,1000,0.204
13912,65,50,60,146,1000,0.146
13913,65,50,70,109,1000,0.109
13914,65,50,80,91,1000,0.091
13915,65,50,90,70,1000,0.07
13916,75,50,10,89,1000,0.089
13917,75,50,20,100,1000,0.1
13918,75,50,30,72,1000,0.072
13919,75,50,35,3,1000,0.003
13920,75,50,40,83,1000,0.083
13921,75,50,45,34,1000,0.034
13922,75,50,50,60,1000,0.06
13923,75,50,60,191,1000,0.191
13924,75,50,70,98,1000,0.098
13925,75,50,80,83,1000,0.083
13926,75,50,90,162,1000,0.162
13927,90,50,10,53,1000,0.053
13928,90,50,20,76,1000,0.076
13929,90,50,30,355,1000,0.355
13930,90,50,35,123,1000,0.123
13931,90,50,40,432,1000,0.432
13932,90,50,45,57,1000,0.057
13933,90,50,50,6,1000,0.006
13934,90,50,60,111,1000,0.111
13935,90,50,70,125,1000,0.125
13936,90,50,80,108,1000,0.108
13937,90,50,90,53,1000,0.053
13938,10,150,10,59,1000,0.059
13939,10,150,20,84,1000,0.084
13940,10,150,30,379,1000,0.379
13941,10,150,35,130,1000,0.13
13942,10,150,40,319,1000,0.319
13943,10,150,45,42,1000,0.042
13944,10,150,50,45,1000,0.045
13945,10,150,60,32,1000,0.032
13946,10,150,70,107,1000,0.107
13947,10,150,80,79,1000,0.079
13948,10,150,90,73,1000,0.073
13949,20,150,10,65,1000,0.065
13950,20,150,20,100,1000,0.1
13951,20,150,30,156,1000,0.156
13952,20,150,35,4,1000,0.004
13953,20,150,40,182,1000,0.182
13954,20,150,45,106,1000,0.106
13955,20,150,50,103,1000,0.103
13956,20,150,60,167,1000,0.167
13957,20,150,70,123,1000,0.123
13958,20,150,80,78,1000,0.078
13959,20,150,90,66,1000,0.066
13960,35,150,10,61,1000,0.061
13961,35,150,20,84,1000,0.084
13962,35,150,30,111,1000,0.111
13963,35,150,35,105,1000,0.105
13964,35,150,40,285,1000,0.285
13965,35,150,45,279,1000,0.279
13966,35,150,50,104,1000,0.104
13967,35,150,60,45,1000,0.045
13968,35,150,70,121,1000,0.121
13969,35,150,80,91,1000,0.091
13970,35,150,90,84,1000,0.084
13971,50,150,10,72,1000,0.072
13972,50,150,20,89,1000,0.089
13973,50,150,30,111,1000,0.111
13974,50,150,35,120,1000,0.12
13975,50,150,40,330,1000,0.33
13976,50,150,45,124,1000,0.124
13977,50,150,50,204,1000,0.204
13978,50,150,60,100,1000,0.1
13979,50,150,70,89,1000,0.089
13980,50,150,80,98,1000,0.098
13981,50,150,90,65,1000,0.065
13982,65,150,10,52,1000,0.052
13983,65,150,20,75,1000,0.075
13984,65,150,30,69,1000,0.069
13985,65,150,35,97,1000,0.097
13986,65,150,40,792,1000,0.792
13987,65,150,45,63,1000,0.063
13988,65,150,50,13,1000,0.013
13989,65,150,60,100,1000,0.1
13990,65,150,70,129,1000,0.129
13991,65,150,80,93,1000,0.093
13992,65,150,90,68,1000,0.068
13993,75,150,10,71,1000,0.071
13994,75,150,20,88,1000,0.088
13995,75,150,30,515,1000,0.515
13996,75,150,35,178,1000,0.178
13997,75,150,40,99,1000,0.099
13998,75,150,45,154,1000,0.154
13999,75,150,50,86,1000,0.086
14000,75,150,60,149,1000,0.149
14001,75,150,70,95,1000,0.095
14002,75,150,80,79,1000,0.079
14003,75,150,90,62,1000,0.062
14004,90,150,10,54,1000,0.054
14005,90,150,20,108,1000,0.108
14006,90,150,30,94,1000,0.094
14007,90,150,35,116,1000,0.116
14008,90,150,40,101,1000,0.101
14009,90,150,45,165,1000,0.165
14010,90,150,50,100,1000,0.1
14011,90,150,60,137,1000,0.137
14012,90,150,70,671,1000,0.671
14013,90,150,80,87,1000,0.087
14014,90,150,90,92,1000,0.092
14015,10,300,10,41,1000,0.041
14016,10,300,20,89,1000,0.089
14017,10,300,30,149,1000,0.149
14018,10,300,35,60,1000,0.06
14019,10,300,40,135,1000,0.135
14020,10,300,45,71,1000,0.071
14021,10,300,50,46,1000,0.046
14022,10,300,60,43,1000,0.043
14023,10,300,70,192,1000,0.192
14024,10,300,80,96,1000,0.096
14025,10,300,90,60,1000,0.06
14026,20,300,10,55,1000,0.055
14027,20,300,20,109,1000,0.109
14028,20,300,30,307,1000,0.307
14029,20,300,35,130,1000,0.13
14030,20,300,40,61,1000,0.061
14031,20,300,45,113,1000,0.113
14032,20,300,50,119,1000,0.119
14033,20,300,60,164,1000,0.164
14034,20,300,70,112,1000,0.112
14035,20,300,80,210,1000,0.21
14036,20,300,90,84,1000,0.084
14037,35,300,10,60,1000,0.06
14038,35,300,20,126,1000,0.126
14039,35,300,30,329,1000,0.329
14040,35,300,35,267,1000,0.267
14041,35,300,40,22,1000,0.022
14042,35,300,45,139,1000,0.139
14043,35,300,50,125,1000,0.125
14044,35,300,60,141,1000,0.141
14045,35,300,70,112,1000,0.112
14046,35,300,80,117,1000,0.117
14047,35,300,90,57,1000,0.057
14048,50,300,10,80,1000,0.08
14049,50,300,20,165,1000,0.165
14050,50,300,30,122,1000,0.122
14051,50,300,35,85,1000,0.085
14052,50,300,40,133,1000,0.133
14053,50,300,45,148,1000,0.148
14054,50,300,50,148,1000,0.148
14055,50,300,60,32,1000,0.032
14056,50,300,70,193,1000,0.193
14057,50,300,80,65,1000,0.065
14058,50,300,90,60,1000,0.06
14059,65,300,10,88,1000,0.088
14060,65,300,20,89,1000,0.089
14061,65,300,30,246,1000,0.246
14062,65,300,35,18,1000,0.018
14063,65,300,40,172,1000,0.172
14064,65,300,45,51,1000,0.051
14065,65,300,50,129,1000,0.129
14066,65,300,60,145,1000,0.145
14067,65,300,70,140,1000,0.14
14068,65,300,80,115,1000,0.115
14069,65,300,90,70,1000,0.07
14070,75,300,10,58,1000,0.058
14071,75,300,20,92,1000,0.092
14072,75,300,30,249,1000,0.249
14073,75,300,35,133,1000,0.133
14074,75,300,40,781,1000,0.781
14075,75,300,45,221,1000,0.221
