run_number,initial_gamma,age_sd,deterministic_age,eq_step,max_steps,eq_percent
1255,0.01,30,TRUE,68,1000,0.068
1256,0.01,30,TRUE,90,1000,0.09
1257,0.01,30,TRUE,119,1000,0.119
1258,0.01,30,TRUE,95,1000,0.095
1259,0.01,30,TRUE,85,1000,0.085
1260,0.01,30,TRUE,504,1000,0.504
1261,0.01,30,TRUE,359,1000,0.359
1262,0.01,30,TRUE,157,1000,0.157
1263,0.01,30,TRUE,127,1000,0.127
1264,0.01,30,TRUE,77,1000,0.077
1265,0.01,30,TRUE,43,1000,0.043
1266,0.01,30,FALSE,50,1000,0.05
1267,0.01,30,FALSE,95,1000,0.095
1268,0.01,30,FALSE,182,1000,0.182
1269,0.01,30,FALSE,15,1000,0.015
1270,0.01,30,FALSE,425,1000,0.425
1271,0.01,30,FALSE,213,1000,0.213
1272,0.01,30,FALSE,105,1000,0.105
1273,0.01,30,FALSE,125,1000,0.125
1274,0.01,30,FALSE,112,1000,0.112
1275,0.01,30,FALSE,97,1000,0.097
1276,0.01,30,FALSE,81,1000,0.081
1277,0.01,50,TRUE,62,1000,0.062
1278,0.01,50,TRUE,52,1000,0.052
1279,0.01,50,TRUE,87,1000,0.087
1280,0.01,50,TRUE,72,1000,0.072
1281,0.01,50,TRUE,250,1000,0.25
1282,0.01,50,TRUE,92,1000,0.092
1283,0.01,50,TRUE,20,1000,0.02
1284,0.01,50,TRUE,121,1000,0.121
1285,0.01,50,TRUE,89,1000,0.089
1286,0.01,50,TRUE,80,1000,0.08
1287,0.01,50,TRUE,59,1000,0.059
1288,0.01,50,FALSE,61,1000,0.061
1289,0.01,50,FALSE,71,1000,0.071
1290,0.01,50,FALSE,88,1000,0.088
1291,0.01,50,FALSE,90,1000,0.09
1292,0.01,50,FALSE,80,1000,0.08
1293,0.01,50,FALSE,312,1000,0.312
1294,0.01,50,FALSE,62,1000,0.062
1295,0.01,50,FALSE,52,1000,0.052
1296,0.01,50,FALSE,93,1000,0.093
1297,0.01,50,FALSE,191,1000,0.191
1298,0.01,50,FALSE,64,1000,0.064
1299,0.01,100,TRUE,53,1000,0.053
1300,0.01,100,TRUE,89,1000,0.089
1301,0.01,100,TRUE,67,1000,0.067
1302,0.01,100,TRUE,68,1000,0.068
1303,0.01,100,TRUE,118,1000,0.118
1304,0.01,100,TRUE,122,1000,0.122
1305,0.01,100,TRUE,139,1000,0.139
1306,0.01,100,TRUE,186,1000,0.186
1307,0.01,100,TRUE,94,1000,0.094
1308,0.01,100,TRUE,84,1000,0.084
1309,0.01,100,TRUE,53,1000,0.053
1310,0.01,100,FALSE,105,1000,0.105
1311,0.01,100,FALSE,75,1000,0.075
1312,0.01,100,FALSE,87,1000,0.087
1313,0.01,100,FALSE,701,1000,0.701
1314,0.01,100,FALSE,77,1000,0.077
1315,0.01,100,FALSE,94,1000,0.094
1316,0.01,100,FALSE,286,1000,0.286
1317,0.01,100,FALSE,23,1000,0.023
1318,0.01,100,FALSE,100,1000,0.1
1319,0.01,100,FALSE,70,1000,0.07
1320,0.01,100,FALSE,65,1000,0.065
1321,0.01,30,TRUE,53,1000,0.053
1322,0.01,30,TRUE,85,1000,0.085
1323,0.01,30,TRUE,173,1000,0.173
1324,0.01,30,TRUE,26,1000,0.026
1325,0.01,30,TRUE,213,1000,0.213
1326,0.01,30,TRUE,114,1000,0.114
1327,0.01,30,TRUE,147,1000,0.147
1328,0.01,30,TRUE,0,1000,0
1329,0.01,30,TRUE,286,1000,0.286
1330,0.01,30,TRUE,58,1000,0.058
1331,0.01,30,TRUE,57,1000,0.057
1332,0.01,30,FALSE,50,1000,0.05
1333,0.01,30,FALSE,114,1000,0.114
1334,0.01,30,FALSE,99,1000,0.099
1335,0.01,30,FALSE,701,1000,0.701
1336,0.01,30,FALSE,287,1000,0.287
1337,0.01,30,FALSE,146,1000,0.146
1338,0.01,30,FALSE,328,1000,0.328
1339,0.01,30,FALSE,62,1000,0.062
1340,0.01,30,FALSE,100,1000,0.1
1341,0.01,30,FALSE,140,1000,0.14
1342,0.01,30,FALSE,88,1000,0.088
1343,0.01,50,TRUE,52,1000,0.052
1344,0.01,50,TRUE,86,1000,0.086
1345,0.01,50,TRUE,81,1000,0.081
1346,0.01,50,TRUE,154,1000,0.154
1347,0.01,50,TRUE,134,1000,0.134
1348,0.01,50,TRUE,171,1000,0.171
1349,0.01,50,TRUE,215,1000,0.215
1350,0.01,50,TRUE,208,1000,0.208
1351,0.01,50,TRUE,151,1000,0.151
1352,0.01,50,TRUE,55,1000,0.055
1353,0.01,50,TRUE,65,1000,0.065
1354,0.01,50,FALSE,516,1000,0.516
1355,0.01,50,FALSE,89,1000,0.089
1356,0.01,50,FALSE,123,1000,0.123
1357,0.01,50,FALSE,105,1000,0.105
1358,0.01,50,FALSE,142,1000,0.142
1359,0.01,50,FALSE,106,1000,0.106
1360,0.01,50,FALSE,129,1000,0.129
1361,0.01,50,FALSE,90,1000,0.09
1362,0.01,50,FALSE,102,1000,0.102
1363,0.01,50,FALSE,80,1000,0.08
1364,0.01,50,FALSE,63,1000,0.063
1365,0.01,100,TRUE,36,1000,0.036
1366,0.01,100,TRUE,88,1000,0.088
1367,0.01,100,TRUE,124,1000,0.124
1368,0.01,100,TRUE,103,1000,0.103
1369,0.01,100,TRUE,94,1000,0.094
1370,0.01,100,TRUE,132,1000,0.132
1371,0.01,100,TRUE,213,1000,0.213
1372,0.01,100,TRUE,123,1000,0.123
1373,0.01,100,TRUE,98,1000,0.098
1374,0.01,100,TRUE,100,1000,0.1
1375,0.01,100,TRUE,99,1000,0.099
1376,0.01,100,FALSE,65,1000,0.065
1377,0.01,100,FALSE,75,1000,0.075
1378,0.01,100,FALSE,115,1000,0.115
1379,0.01,100,FALSE,553,1000,0.553
1380,0.01,100,FALSE,122,1000,0.122
1381,0.01,100,FALSE,355,1000,0.355
1382,0.01,100,FALSE,71,1000,0.071
1383,0.01,100,FALSE,141,1000,0.141
1384,0.01,100,FALSE,102,1000,0.102
1385,0.01,100,FALSE,133,1000,0.133
1386,0.01,100,FALSE,48,1000,0.048
1387,0.01,30,TRUE,53,1000,0.053
1388,0.01,30,TRUE,82,1000,0.082
1389,0.01,30,TRUE,67,1000,0.067
1390,0.01,30,TRUE,260,1000,0.26
1391,0.01,30,TRUE,121,1000,0.121
1392,0.01,30,TRUE,500,1000,0.5
1393,0.01,30,TRUE,122,1000,0.122
1394,0.01,30,TRUE,84,1000,0.084
1395,0.01,30,TRUE,90,1000,0.09
1396,0.01,30,TRUE,245,1000,0.245
1397,0.01,30,TRUE,55,1000,0.055
1398,0.01,30,FALSE,126,1000,0.126
1399,0.01,30,FALSE,44,1000,0.044
1400,0.01,30,FALSE,173,1000,0.173
1401,0.01,30,FALSE,91,1000,0.091
1402,0.01,30,FALSE,112,1000,0.112
1403,0.01,30,FALSE,331,1000,0.331
1404,0.01,30,FALSE,0,1000,0
1405,0.01,30,FALSE,446,1000,0.446
1406,0.01,30,FALSE,92,1000,0.092
1407,0.01,30,FALSE,77,1000,0.077
1408,0.01,30,FALSE,65,1000,0.065
1409,0.01,50,TRUE,73,1000,0.073
1410,0.01,50,TRUE,77,1000,0.077
1411,0.01,50,TRUE,58,1000,0.058
1412,0.01,50,TRUE,135,1000,0.135
1413,0.01,50,TRUE,265,1000,0.265
1414,0.01,50,TRUE,395,1000,0.395
1415,0.01,50,TRUE,153,1000,0.153
1416,0.01,50,TRUE,117,1000,0.117
1417,0.01,50,TRUE,131,1000,0.131
1418,0.01,50,TRUE,93,1000,0.093
1419,0.01,50,TRUE,59,1000,0.059
1420,0.01,50,FALSE,59,1000,0.059
1421,0.01,50,FALSE,82,1000,0.082
1422,0.01,50,FALSE,103,1000,0.103
1423,0.01,50,FALSE,130,1000,0.13
1424,0.01,50,FALSE,590,1000,0.59
1425,0.01,50,FALSE,179,1000,0.179
1426,0.01,50,FALSE,602,1000,0.602
1427,0.01,50,FALSE,113,1000,0.113
1428,0.01,50,FALSE,118,1000,0.118
1429,0.01,50,FALSE,74,1000,0.074
1430,0.01,50,FALSE,59,1000,0.059
1431,0.01,100,TRUE,60,1000,0.06
1432,0.01,100,TRUE,76,1000,0.076
1433,0.01,100,TRUE,150,1000,0.15
1434,0.01,100,TRUE,55,1000,0.055
1435,0.01,100,TRUE,88,1000,0.088
1436,0.01,100,TRUE,131,1000,0.131
1437,0.01,100,TRUE,32,1000,0.032
1438,0.01,100,TRUE,142,1000,0.142
1439,0.01,100,TRUE,173,1000,0.173
1440,0.01,100,TRUE,94,1000,0.094
1441,0.01,100,TRUE,46,1000,0.046
1442,0.01,100,FALSE,52,1000,0.052
1443,0.01,100,FALSE,79,1000,0.079
1444,0.01,100,FALSE,116,1000,0.116
1445,0.01,100,FALSE,169,1000,0.169
1446,0.01,100,FALSE,146,1000,0.146
1447,0.01,100,FALSE,335,1000,0.335
1448,0.01,100,FALSE,77,1000,0.077
1449,0.01,100,FALSE,117,1000,0.117
1450,0.01,100,FALSE,128,1000,0.128
1451,0.01,100,FALSE,80,1000,0.08
1452,0.01,100,FALSE,75,1000,0.075
1453,0.01,30,TRUE,54,1000,0.054
1454,0.01,30,TRUE,83,1000,0.083
1455,0.01,30,TRUE,21,1000,0.021
1456,0.01,30,TRUE,110,1000,0.11
1457,0.01,30,TRUE,276,1000,0.276
1458,0.01,30,TRUE,174,1000,0.174
1459,0.01,30,TRUE,374,1000,0.374
1460,0.01,30,TRUE,103,1000,0.103
1461,0.01,30,TRUE,102,1000,0.102
1462,0.01,30,TRUE,95,1000,0.095
1463,0.01,30,TRUE,63,1000,0.063
1464,0.01,30,FALSE,74,1000,0.074
1465,0.01,30,FALSE,82,1000,0.082
1466,0.01,30,FALSE,92,1000,0.092
1467,0.01,30,FALSE,108,1000,0.108
1468,0.01,30,FALSE,57,1000,0.057
1469,0.01,30,FALSE,133,1000,0.133
1470,0.01,30,FALSE,314,1000,0.314
1471,0.01,30,FALSE,34,1000,0.034
1472,0.01,30,FALSE,107,1000,0.107
1473,0.01,30,FALSE,98,1000,0.098
1474,0.01,30,FALSE,49,1000,0.049
1475,0.01,50,TRUE,48,1000,0.048
1476,0.01,50,TRUE,61,1000,0.061
1477,0.01,50,TRUE,86,1000,0.086
1478,0.01,50,TRUE,114,1000,0.114
1479,0.01,50,TRUE,129,1000,0.129
1480,0.01,50,TRUE,28,1000,0.028
1481,0.01,50,TRUE,367,1000,0.367
1482,0.01,50,TRUE,104,1000,0.104
1483,0.01,50,TRUE,84,1000,0.084
1484,0.01,50,TRUE,95,1000,0.095
1485,0.01,50,TRUE,47,1000,0.047
1486,0.01,50,FALSE,74,1000,0.074
1487,0.01,50,FALSE,74,1000,0.074
1488,0.01,50,FALSE,90,1000,0.09
1489,0.01,50,FALSE,113,1000,0.113
1490,0.01,50,FALSE,95,1000,0.095
1491,0.01,50,FALSE,100,1000,0.1
1492,0.01,50,FALSE,152,1000,0.152
1493,0.01,50,FALSE,143,1000,0.143
1494,0.01,50,FALSE,105,1000,0.105
1495,0.01,50,FALSE,68,1000,0.068
1496,0.01,50,FALSE,66,1000,0.066
1497,0.01,100,TRUE,54,1000,0.054
1498,0.01,100,TRUE,77,1000,0.077
1499,0.01,100,TRUE,113,1000,0.113
1500,0.01,100,TRUE,176,1000,0.176
1501,0.01,100,TRUE,52,1000,0.052
1502,0.01,100,TRUE,87,1000,0.087
1503,0.01,100,TRUE,203,1000,0.203
1504,0.01,100,TRUE,105,1000,0.105
1505,0.01,100,TRUE,86,1000,0.086
1506,0.01,100,TRUE,74,1000,0.074
1507,0.01,100,TRUE,56,1000,0.056
1508,0.01,100,FALSE,55,1000,0.055
1509,0.01,100,FALSE,163,1000,0.163
1510,0.01,100,FALSE,102,1000,0.102
1511,0.01,100,FALSE,162,1000,0.162
1512,0.01,100,FALSE,143,1000,0.143
1513,0.01,100,FALSE,227,1000,0.227
1514,0.01,100,FALSE,121,1000,0.121
1515,0.01,100,FALSE,94,1000,0.094
1516,0.01,100,FALSE,369,1000,0.369
1517,0.01,100,FALSE,75,1000,0.075
1518,0.01,100,FALSE,54,1000,0.054
1519,0.01,30,TRUE,63,1000,0.063
1520,0.01,30,TRUE,175,1000,0.175
1521,0.01,30,TRUE,97,1000,0.097
1522,0.01,30,TRUE,54,1000,0.054
1523,0.01,30,TRUE,121,1000,0.121
1524,0.01,30,TRUE,284,1000,0.284
1525,0.01,30,TRUE,100,1000,0.1
1526,0.01,30,TRUE,97,1000,0.097
1527,0.01,30,TRUE,424,1000,0.424
1528,0.01,30,TRUE,65,1000,0.065
1529,0.01,30,TRUE,55,1000,0.055
1530,0.01,30,FALSE,69,1000,0.069
1531,0.01,30,FALSE,66,1000,0.066
1532,0.01,30,FALSE,76,1000,0.076
1533,0.01,30,FALSE,121,1000,0.121
1534,0.01,30,FALSE,284,1000,0.284
1535,0.01,30,FALSE,201,1000,0.201
1536,0.01,30,FALSE,418,1000,0.418
1537,0.01,30,FALSE,53,1000,0.053
1538,0.01,30,FALSE,132,1000,0.132
1539,0.01,30,FALSE,75,1000,0.075
1540,0.01,30,FALSE,55,1000,0.055
1541,0.01,50,TRUE,54,1000,0.054
1542,0.01,50,TRUE,85,1000,0.085
1543,0.01,50,TRUE,131,1000,0.131
1544,0.01,50,TRUE,176,1000,0.176
1545,0.01,50,TRUE,3,1000,0.003
1546,0.01,50,TRUE,431,1000,0.431
1547,0.01,50,TRUE,68,1000,0.068
1548,0.01,50,TRUE,104,1000,0.104
1549,0.01,50,TRUE,97,1000,0.097
1550,0.01,50,TRUE,67,1000,0.067
1551,0.01,50,TRUE,62,1000,0.062
1552,0.01,50,FALSE,56,1000,0.056
1553,0.01,50,FALSE,85,1000,0.085
1554,0.01,50,FALSE,97,1000,0.097
1555,0.01,50,FALSE,127,1000,0.127
1556,0.01,50,FALSE,425,1000,0.425
1557,0.01,50,FALSE,152,1000,0.152
1558,0.01,50,FALSE,87,1000,0.087
1559,0.01,50,FALSE,106,1000,0.106
1560,0.01,50,FALSE,94,1000,0.094
1561,0.01,50,FALSE,123,1000,0.123
1562,0.01,50,FALSE,58,1000,0.058
1563,0.01,100,TRUE,59,1000,0.059
1564,0.01,100,TRUE,84,1000,0.084
1565,0.01,100,TRUE,55,1000,0.055
1566,0.01,100,TRUE,8,1000,0.008
1567,0.01,100,TRUE,110,1000,0.11
1568,0.01,100,TRUE,141,1000,0.141
1569,0.01,100,TRUE,96,1000,0.096
1570,0.01,100,TRUE,221,1000,0.221
1571,0.01,100,TRUE,112,1000,0.112
1572,0.01,100,TRUE,76,1000,0.076
1573,0.01,100,TRUE,90,1000,0.09
1574,0.01,100,FALSE,63,1000,0.063
1575,0.01,100,FALSE,70,1000,0.07
1576,0.01,100,FALSE,99,1000,0.099
1577,0.01,100,FALSE,171,1000,0.171
1578,0.01,100,FALSE,117,1000,0.117
1579,0.01,100,FALSE,94,1000,0.094
1580,0.01,100,FALSE,0,1000,0
1581,0.01,100,FALSE,118,1000,0.118
1582,0.01,100,FALSE,98,1000,0.098
1583,0.01,100,FALSE,73,1000,0.073
1584,0.01,100,FALSE,56,1000,0.056
1585,0.01,30,TRUE,48,1000,0.048
1586,0.01,30,TRUE,82,1000,0.082
1587,0.01,30,TRUE,99,1000,0.099
1588,0.01,30,TRUE,93,1000,0.093
1589,0.01,30,TRUE,119,1000,0.119
1590,0.01,30,TRUE,40,1000,0.04
1591,0.01,30,TRUE,632,1000,0.632
1592,0.01,30,TRUE,89,1000,0.089
1593,0.01,30,TRUE,113,1000,0.113
1594,0.01,30,TRUE,114,1000,0.114
1595,0.01,30,TRUE,62,1000,0.062
1596,0.01,30,FALSE,60,1000,0.06
1597,0.01,30,FALSE,85,1000,0.085
1598,0.01,30,FALSE,111,1000,0.111
1599,0.01,30,FALSE,117,1000,0.117
1600,0.01,30,FALSE,19,1000,0.019
1601,0.01,30,FALSE,53,1000,0.053
1602,0.01,30,FALSE,26,1000,0.026
1603,0.01,30,FALSE,49,1000,0.049
1604,0.01,30,FALSE,88,1000,0.088
1605,0.01,30,FALSE,81,1000,0.081
1606,0.01,30,FALSE,57,1000,0.057
1607,0.01,50,TRUE,59,1000,0.059
1608,0.01,50,TRUE,107,1000,0.107
1609,0.01,50,TRUE,102,1000,0.102
1610,0.01,50,TRUE,63,1000,0.063
1611,0.01,50,TRUE,143,1000,0.143
1612,0.01,50,TRUE,0,1000,0
1613,0.01,50,TRUE,136,1000,0.136
1614,0.01,50,TRUE,105,1000,0.105
1615,0.01,50,TRUE,125,1000,0.125
1616,0.01,50,TRUE,92,1000,0.092
1617,0.01,50,TRUE,115,1000,0.115
1618,0.01,50,FALSE,46,1000,0.046
1619,0.01,50,FALSE,92,1000,0.092
1620,0.01,50,FALSE,108,1000,0.108
1621,0.01,50,FALSE,124,1000,0.124
1622,0.01,50,FALSE,123,1000,0.123
1623,0.01,50,FALSE,521,1000,0.521
1624,0.01,50,FALSE,140,1000,0.14
1625,0.01,50,FALSE,118,1000,0.118
1626,0.01,50,FALSE,300,1000,0.3
1627,0.01,50,FALSE,77,1000,0.077
1628,0.01,50,FALSE,75,1000,0.075
1629,0.01,100,TRUE,51,1000,0.051
1630,0.01,100,TRUE,83,1000,0.083
1631,0.01,100,TRUE,109,1000,0.109
1632,0.01,100,TRUE,120,1000,0.12
1633,0.01,100,TRUE,639,1000,0.639
1634,0.01,100,TRUE,112,1000,0.112
1635,0.01,100,TRUE,675,1000,0.675
1636,0.01,100,TRUE,0,1000,0
1637,0.01,100,TRUE,110,1000,0.11
1638,0.01,100,TRUE,74,1000,0.074
1639,0.01,100,TRUE,60,1000,0.06
1640,0.01,100,FALSE,53,1000,0.053
1641,0.01,100,FALSE,69,1000,0.069
1642,0.01,100,FALSE,93,1000,0.093
1643,0.01,100,FALSE,32,1000,0.032
1644,0.01,100,FALSE,137,1000,0.137
1645,0.01,100,FALSE,159,1000,0.159
1646,0.01,100,FALSE,121,1000,0.121
1647,0.01,100,FALSE,84,1000,0.084
1648,0.01,100,FALSE,83,1000,0.083
1649,0.01,100,FALSE,86,1000,0.086
1650,0.01,100,FALSE,94,1000,0.094
1651,0.01,30,TRUE,87,1000,0.087
1652,0.01,30,TRUE,79,1000,0.079
1653,0.01,30,TRUE,89,1000,0.089
1654,0.01,30,TRUE,132,1000,0.132
1655,0.01,30,TRUE,132,1000,0.132
1656,0.01,30,TRUE,735,1000,0.735
1657,0.01,30,TRUE,93,1000,0.093
1658,0.01,30,TRUE,100,1000,0.1
1659,0.01,30,TRUE,246,1000,0.246
1660,0.01,30,TRUE,80,1000,0.08
1661,0.01,30,TRUE,51,1000,0.051
1662,0.01,30,FALSE,59,1000,0.059
1663,0.01,30,FALSE,110,1000,0.11
1664,0.01,30,FALSE,94,1000,0.094
1665,0.01,30,FALSE,92,1000,0.092
1666,0.01,30,FALSE,77,1000,0.077
1667,0.01,30,FALSE,132,1000,0.132
1668,0.01,30,FALSE,130,1000,0.13
1669,0.01,30,FALSE,171,1000,0.171
1670,0.01,30,FALSE,91,1000,0.091
1671,0.01,30,FALSE,73,1000,0.073
1672,0.01,30,FALSE,65,1000,0.065
1673,0.01,50,TRUE,53,1000,0.053
1674,0.01,50,TRUE,62,1000,0.062
1675,0.01,50,TRUE,143,1000,0.143
1676,0.01,50,TRUE,113,1000,0.113
1677,0.01,50,TRUE,130,1000,0.13
1678,0.01,50,TRUE,122,1000,0.122
1679,0.01,50,TRUE,80,1000,0.08
1680,0.01,50,TRUE,127,1000,0.127
1681,0.01,50,TRUE,135,1000,0.135
1682,0.01,50,TRUE,98,1000,0.098
1683,0.01,50,TRUE,56,1000,0.056
1684,0.01,50,FALSE,71,1000,0.071
1685,0.01,50,FALSE,105,1000,0.105
1686,0.01,50,FALSE,108,1000,0.108
1687,0.01,50,FALSE,73,1000,0.073
1688,0.01,50,FALSE,88,1000,0.088
1689,0.01,50,FALSE,9,1000,0.009
1690,0.01,50,FALSE,145,1000,0.145
1691,0.01,50,FALSE,347,1000,0.347
1692,0.01,50,FALSE,130,1000,0.13
1693,0.01,50,FALSE,171,1000,0.171
1694,0.01,50,FALSE,47,1000,0.047
1695,0.01,100,TRUE,81,1000,0.081
1696,0.01,100,TRUE,144,1000,0.144
1697,0.01,100,TRUE,85,1000,0.085
1698,0.01,100,TRUE,124,1000,0.124
1699,0.01,100,TRUE,140,1000,0.14
1700,0.01,100,TRUE,7,1000,0.007
1701,0.01,100,TRUE,97,1000,0.097
1702,0.01,100,TRUE,174,1000,0.174
1703,0.01,100,TRUE,129,1000,0.129
1704,0.01,100,TRUE,90,1000,0.09
1705,0.01,100,TRUE,60,1000,0.06
1706,0.01,100,FALSE,65,1000,0.065
1707,0.01,100,FALSE,99,1000,0.099
1708,0.01,100,FALSE,107,1000,0.107
1709,0.01,100,FALSE,95,1000,0.095
1710,0.01,100,FALSE,148,1000,0.148
1711,0.01,100,FALSE,114,1000,0.114
1712,0.01,100,FALSE,141,1000,0.141
1713,0.01,100,FALSE,254,1000,0.254
1714,0.01,100,FALSE,96,1000,0.096
1715,0.01,100,FALSE,103,1000,0.103
1716,0.01,100,FALSE,55,1000,0.055
1717,0.01,30,TRUE,48,1000,0.048
1718,0.01,30,TRUE,105,1000,0.105
1719,0.01,30,TRUE,170,1000,0.17
1720,0.01,30,TRUE,89,1000,0.089
1721,0.01,30,TRUE,134,1000,0.134
1722,0.01,30,TRUE,0,1000,0
1723,0.01,30,TRUE,171,1000,0.171
1724,0.01,30,TRUE,116,1000,0.116
1725,0.01,30,TRUE,45,1000,0.045
1726,0.01,30,TRUE,79,1000,0.079
1727,0.01,30,TRUE,62,1000,0.062
1728,0.01,30,FALSE,67,1000,0.067
1729,0.01,30,FALSE,79,1000,0.079
1730,0.01,30,FALSE,274,1000,0.274
1731,0.01,30,FALSE,117,1000,0.117
1732,0.01,30,FALSE,510,1000,0.51
1733,0.01,30,FALSE,92,1000,0.092
1734,0.01,30,FALSE,402,1000,0.402
1735,0.01,30,FALSE,95,1000,0.095
1736,0.01,30,FALSE,102,1000,0.102
1737,0.01,30,FALSE,79,1000,0.079
1738,0.01,30,FALSE,51,1000,0.051
1739,0.01,50,TRUE,45,1000,0.045
1740,0.01,50,TRUE,103,1000,0.103
1741,0.01,50,TRUE,22,1000,0.022
1742,0.01,50,TRUE,48,1000,0.048
1743,0.01,50,TRUE,4,1000,0.004
1744,0.01,50,TRUE,106,1000,0.106
1745,0.01,50,TRUE,325,1000,0.325
1746,0.01,50,TRUE,9,1000,0.009
1747,0.01,50,TRUE,146,1000,0.146
1748,0.01,50,TRUE,86,1000,0.086
1749,0.01,50,TRUE,83,1000,0.083
1750,0.01,50,FALSE,63,1000,0.063
1751,0.01,50,FALSE,67,1000,0.067
1752,0.01,50,FALSE,93,1000,0.093
1753,0.01,50,FALSE,147,1000,0.147
1754,0.01,50,FALSE,115,1000,0.115
1755,0.01,50,FALSE,105,1000,0.105
1756,0.01,50,FALSE,8,1000,0.008
1757,0.01,50,FALSE,99,1000,0.099
1758,0.01,50,FALSE,68,1000,0.068
1759,0.01,50,FALSE,89,1000,0.089
1760,0.01,50,FALSE,72,1000,0.072
1761,0.01,100,TRUE,63,1000,0.063
1762,0.01,100,TRUE,74,1000,0.074
1763,0.01,100,TRUE,93,1000,0.093
1764,0.01,100,TRUE,116,1000,0.116
1765,0.01,100,TRUE,135,1000,0.135
1766,0.01,100,TRUE,108,1000,0.108
1767,0.01,100,TRUE,545,1000,0.545
1768,0.01,100,TRUE,96,1000,0.096
1769,0.01,100,TRUE,85,1000,0.085
1770,0.01,100,TRUE,93,1000,0.093
1771,0.01,100,TRUE,67,1000,0.067
1772,0.01,100,FALSE,68,1000,0.068
1773,0.01,100,FALSE,130,1000,0.13
1774,0.01,100,FALSE,128,1000,0.128
1775,0.01,100,FALSE,149,1000,0.149
1776,0.01,100,FALSE,31,1000,0.031
1777,0.01,100,FALSE,649,1000,0.649
1778,0.01,100,FALSE,152,1000,0.152
1779,0.01,100,FALSE,157,1000,0.157
1780,0.01,100,FALSE,89,1000,0.089
1781,0.01,100,FALSE,72,1000,0.072
1782,0.01,100,FALSE,44,1000,0.044
1783,0.01,30,TRUE,63,1000,0.063
1784,0.01,30,TRUE,76,1000,0.076
1785,0.01,30,TRUE,92,1000,0.092
1786,0.01,30,TRUE,108,1000,0.108
1787,0.01,30,TRUE,47,1000,0.047
1788,0.01,30,TRUE,315,1000,0.315
1789,0.01,30,TRUE,141,1000,0.141
1790,0.01,30,TRUE,136,1000,0.136
1791,0.01,30,TRUE,59,1000,0.059
1792,0.01,30,TRUE,75,1000,0.075
1793,0.01,30,TRUE,48,1000,0.048
1794,0.01,30,FALSE,57,1000,0.057
1795,0.01,30,FALSE,71,1000,0.071
1796,0.01,30,FALSE,94,1000,0.094
1797,0.01,30,FALSE,94,1000,0.094
1798,0.01,30,FALSE,104,1000,0.104
1799,0.01,30,FALSE,218,1000,0.218
1800,0.01,30,FALSE,208,1000,0.208
1801,0.01,30,FALSE,125,1000,0.125
1802,0.01,30,FALSE,87,1000,0.087
1803,0.01,30,FALSE,65,1000,0.065
1804,0.01,30,FALSE,65,1000,0.065
1805,0.01,50,TRUE,45,1000,0.045
1806,0.01,50,TRUE,73,1000,0.073
1807,0.01,50,TRUE,105,1000,0.105
1808,0.01,50,TRUE,191,1000,0.191
1809,0.01,50,TRUE,95,1000,0.095
1810,0.01,50,TRUE,93,1000,0.093
1811,0.01,50,TRUE,98,1000,0.098
1812,0.01,50,TRUE,45,1000,0.045
1813,0.01,50,TRUE,134,1000,0.134
1814,0.01,50,TRUE,104,1000,0.104
1815,0.01,50,TRUE,59,1000,0.059
1816,0.01,50,FALSE,58,1000,0.058
1817,0.01,50,FALSE,231,1000,0.231
1818,0.01,50,FALSE,103,1000,0.103
1819,0.01,50,FALSE,105,1000,0.105
1820,0.01,50,FALSE,144,1000,0.144
1821,0.01,50,FALSE,153,1000,0.153
1822,0.01,50,FALSE,879,1000,0.879
1823,0.01,50,FALSE,90,1000,0.09
1824,0.01,50,FALSE,88,1000,0.088
1825,0.01,50,FALSE,102,1000,0.102
1826,0.01,50,FALSE,37,1000,0.037
1827,0.01,100,TRUE,58,1000,0.058
1828,0.01,100,TRUE,89,1000,0.089
1829,0.01,100,TRUE,103,1000,0.103
1830,0.01,100,TRUE,227,1000,0.227
1831,0.01,100,TRUE,104,1000,0.104
1832,0.01,100,TRUE,77,1000,0.077
1833,0.01,100,TRUE,75,1000,0.075
1834,0.01,100,TRUE,67,1000,0.067
1835,0.01,100,TRUE,55,1000,0.055
1836,0.01,100,TRUE,77,1000,0.077
1837,0.01,100,TRUE,51,1000,0.051
1838,0.01,100,FALSE,49,1000,0.049
1839,0.01,100,FALSE,77,1000,0.077
1840,0.01,100,FALSE,101,1000,0.101
1841,0.01,100,FALSE,129,1000,0.129
1842,0.01,100,FALSE,111,1000,0.111
1843,0.01,100,FALSE,86,1000,0.086
1844,0.01,100,FALSE,599,1000,0.599
1845,0.01,100,FALSE,130,1000,0.13
1846,0.01,100,FALSE,127,1000,0.127
1847,0.01,100,FALSE,75,1000,0.075
1848,0.01,100,FALSE,66,1000,0.066
1849,0.01,30,TRUE,69,1000,0.069
1850,0.01,30,TRUE,76,1000,0.076
1851,0.01,30,TRUE,77,1000,0.077
1852,0.01,30,TRUE,27,1000,0.027
1853,0.01,30,TRUE,138,1000,0.138
1854,0.01,30,TRUE,150,1000,0.15
1855,0.01,30,TRUE,76,1000,0.076
1856,0.01,30,TRUE,51,1000,0.051
1857,0.01,30,TRUE,121,1000,0.121
1858,0.01,30,TRUE,69,1000,0.069
1859,0.01,30,TRUE,59,1000,0.059
1860,0.01,30,FALSE,64,1000,0.064
1861,0.01,30,FALSE,89,1000,0.089
